factor_id,name,expression,reason,validation_status,admitted,train_rank_ic,validation_rank_ic,test_rank_ic_retrospective,best_seed,best_round,best_evaluation_index,occurrence_count,all_seeds,canonical
9d1f92bec691e338,WEAK_CLOSE_AVG_RANGE_TURNOVER,"(($high + $low - 2 * $close) / (Mean($high - $low, 20) + 1e-12)) * (($volume / $close) / (Mean($volume / $close, 20) + 1e-12))",Stocks closing weak relative to their recent average daily range on abnormally high turnover are likely short-term oversold and tend to reverse upward next day.,validation_pending,False,0.051566599940042694,,,456,22,107,1,[456],"Mul(Div(Div($volume,$close),Add(1e-12,Mean(Div($volume,$close),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Mean(Sub($high,$low),20))))"
f2a143c388b166fe,PANIC_REVERSAL_HIGH_VOLUME_PCT,"((($high + $low - 2 * $close) / ($high - $low + 1e-12)) * ($volume / (Quantile($volume, 20, 0.8) + 1e-12)))",Stocks closing near the low with volume exceeding the recent 80th percentile signal capitulation selling and should rebound.,validation_pending,False,0.05149433877341126,,,456,53,200,1,[456],"Mul(Div($volume,Add(1e-12,Quantile($volume,20,0.8))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))))"
a3d3100dd26a8037,RANGE_ZSCORE_CLOSE_LOC_VOL_QUANTILE,"(($high - $low) / (Std($high - $low, 20) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * ($volume / (Quantile($volume, 20, 0.8) + 1e-12))","Stocks with intraday range expanding relative to recent volatility, closing in the lower part of the range, and volume above its 20-day 80th percentile are oversold with heavy participation and tend to rebound next day.",validation_pending,False,0.05143605047705767,,,456,80,280,1,[456],"Mul(Div($volume,Add(1e-12,Quantile($volume,20,0.8))),Mul(Div(Sub($high,$low),Add(1e-12,Std(Sub($high,$low),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low)))))"
34a3b0e2c4467378,UPPER_SHADOW_LOW_VOLUME_RANK,"(($high - $close) / ($high - $low + 1e-12)) / (Rank($volume, 20) + 1e-12)",Stocks with large upper shadows on unusually low volume are likely to rebound next day as the intraday reversal may be overdone without strong selling pressure.,validation_pending,False,0.05137913249112133,,,123,59,217,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Rank($volume,20)))"
242cec717066289c,INTRADAY_CLOSE_LOCATION_SURPRISE_VOLUME,"((($high + $low - 2 * $close) / ($high - $low + 1e-12) - Mean(($high + $low - 2 * $close) / ($high - $low + 1e-12), 20)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12)))","An unusually low close within the day range relative to its 20-day norm, accompanied by high dollar volume, signals temporary overselling and reversal, so higher values should predict higher next-day returns.",validation_pending,False,0.05133043643000802,,,456,70,251,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Sub(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mean(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),20)))"
307ad48754d4dcd2,VOLLOC_PANIC_VOLMAX,"(($high + $low - 2 * $close) / ($high - $low + 1e-12)) * ($volume / (Max($volume, 20) + 1e-12))",Extreme volume with close in the lower half of the daily range indicates capitulation selling and predicts a short-term rebound in A-shares.,validation_pending,False,0.051283495326091944,,,456,62,226,1,[456],"Mul(Div($volume,Add(1e-12,Max($volume,20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))))"
507e65103cfa1711,RANGE_EXPANSION_LOW_CLOSE_REVERSAL,"((($high - $low) / $close) / (Mean(($high - $low) / $close, 20) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12))",A wider intraday range relative to its recent average combined with a close near the low indicates capitulation and should predict short-term reversal.,validation_pending,False,0.0512575881855317,,,456,53,199,1,[456],"Mul(Div(Div(Sub($high,$low),$close),Add(1e-12,Mean(Div(Sub($high,$low),$close),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))))"
8837f304983f30be,UNUSUAL_LOW_CLOSE_VOLUME,"((($high + $low - 2 * $close) / ($high - $low + 1e-12)) - Mean(($high + $low - 2 * $close) / ($high - $low + 1e-12), 20)) / (Std(($high + $low - 2 * $close) / ($high - $low + 1e-12), 20) + 1e-12) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",Stocks closing unusually low in their intraday range relative to their own 20-day pattern on high dollar volume are likely overreacting and should reverse upward next day.,validation_pending,False,0.05109681886345594,,,456,37,153,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Div(Sub(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mean(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),20)),Add(1e-12,Std(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),20))))"
5d4978c2a2bed327,LOW_CLOSE_VOLUME_SHOCK_TO_RANGE_RISK,"0 - (($close - $low) / ($high - $low + 1e-12)) * (($volume / (Ref(Mean($volume, 20), 1) + 1e-12)) / (Std($high - $low, 20) / (Mean($high - $low, 20) + 1e-12) + 1e-12))",Stocks closing near the day's low on abnormally high volume when intraday range volatility is subdued are likely experiencing panic liquidation that tends to reverse next day.,validation_pending,False,0.0510024683650709,,,42,79,277,1,[42],"Sub(0,Mul(Div(Div($volume,Add(1e-12,Ref(Mean($volume,20),1))),Add(1e-12,Div(Std(Sub($high,$low),20),Add(1e-12,Mean(Sub($high,$low),20))))),Div(Sub($close,$low),Add(1e-12,Sub($high,$low)))))"
11dd5860b5922049,RANGE_AMPLIFIED_POSITION_VOLUME,"(((($high + $low - 2 * $close) / ($high - $low + 1e-12)) - Mean(($high + $low - 2 * $close) / ($high - $low + 1e-12), 20)) / (Std(($high + $low - 2 * $close) / ($high - $low + 1e-12), 20) + 1e-12)) * (($high - $low) / (Mean($high - $low, 20) + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","It amplifies a z-scored intraday close-location reversal with range expansion and dollar-volume confirmation, capturing exaggerated low-close/high-range/liquidity reversals that are less prone to cross-sectional level differences.",validation_pending,False,0.05043340261605654,,,456,38,154,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub($high,$low),Add(1e-12,Mean(Sub($high,$low),20))),Div(Sub(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mean(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),20)),Add(1e-12,Std(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),20)))))"
810286735e85b3ac,UPPER_SHADOW_OVERSOLD,"(($high - $close) / ($high - $low + 1e-12)) * (Mean($close, 20) / ($close + 1e-12))","A large upper shadow signals intraday selling pressure, and when the close is below its 20-day average the stock is oversold, so a stronger next-day rebound is likely.",validation_pending,False,0.04994283554727066,,,123,67,241,1,[123],"Mul(Div(Mean($close,20),Add($close,1e-12)),Div(Sub($high,$close),Add(1e-12,Sub($high,$low))))"
1144498e61484294,VOLUME_RANK_RANGE_CLOSE_LOW,"Rank($volume, 20) * (($high - $low) / (Mean($high - $low, 20) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12))",High volume rank within the last 20 days combined with an elevated intraday range and a close near the low indicates heavy turnover capitulation that tends to be followed by a short-term rebound.,validation_pending,False,0.0497828459493705,,,456,88,304,1,[456],"Mul(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mul(Div(Sub($high,$low),Add(1e-12,Mean(Sub($high,$low),20))),Rank($volume,20)))"
397c9f1be910e7eb,RANGE_SKEW_POSITION_AMOUNT,"Skew($high - $low, 20) * (($high - $low) / ($close + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","Stocks with positively skewed recent intraday ranges, currently large range, close near the low, and elevated turnover reflect persistent attention with selling pressure, which may signal continued underperformance.",validation_pending,False,0.04939019155987098,,,456,96,329,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mul(Div(Sub($high,$low),Add($close,1e-12)),Skew(Sub($high,$low),20))))"
cdfd227f957f5634,OVERSOLD_DOWN_CANDLE_VOLUME,"(($high + $low + $open - 3 * $close) / ($high - $low + 1e-12)) * ($volume / (Mean($volume, 20) + 1e-12))",Stocks that close near the low below their open on high relative volume are oversold and tend to rebound next-day in China A-shares.,validation_pending,False,0.04933066504010004,,,456,17,92,1,[456],"Mul(Div($volume,Add(1e-12,Mean($volume,20))),Div(Sub(Add($open,Add($high,$low)),Mul($close,3)),Add(1e-12,Sub($high,$low))))"
7e2154c102d43e9b,DOWN_CANDLE_UPPER_SHADOW,"If(Less($close, $open), ($high - $close) / ($high - $low + 1e-12), 0)","A down candle closing near its low signals intraday capitulation, which predicts a next-day rebound more strongly than the unconditional upper-shadow ratio.",validation_pending,False,0.048981088771794655,,,123,40,161,1,[123],"If(Less($close,$open),Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),0)"
667370dc9eb2f25e,GAP_DOWN_INTRADAY_REVERSAL,"If(Less($open, Ref($close, 1)), ($high - $close) / ($high - $low + 1e-12), 0)","Stocks that gap down and then close near the low of the day are intraday oversold and tend to rebound the next day, so higher values should predict positive returns.",validation_pending,False,0.048981088771794655,,,123,44,173,1,[123],"If(Less($open,Ref($close,1)),Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),0)"
1bb053799c5a20d4,LOW_RANGE_CLOSE,($high - $close) / ($high - $low + 1e-12),"It captures intraday overreaction where stocks closing near the low of their daily range are oversold and tend to rebound next-day, while those closing near the high tend to reverse downward.",validation_pending,False,0.048981088771794655,,,123,5,55,1,[123],"Div(Sub($high,$close),Add(1e-12,Sub($high,$low)))"
3044b8c482d2540a,TRUE_RANGE_UPPER_SHADOW,"(If(Greater($high, Ref($close, 1)), $high, Ref($close, 1)) - $close) / (If(Greater($high, Ref($close, 1)), $high, Ref($close, 1)) - If(Less($low, Ref($close, 1)), $low, Ref($close, 1)) + 1e-12)","Captures the close below the upper boundary of the true range, incorporating overnight gaps, so larger values indicate stronger intraday or overnight selling overreaction likely to reverse next day.",validation_pending,False,0.048981088771794655,,,123,15,85,1,[123],"Div(Sub(If(Greater($high,Ref($close,1)),$high,Ref($close,1)),$close),Add(1e-12,Sub(If(Greater($high,Ref($close,1)),$high,Ref($close,1)),If(Less($low,Ref($close,1)),$low,Ref($close,1)))))"
0d9caf53901d54fc,UPPER_SHADOW_TRUE_RANGE_RATIO,"($high - $close) / (If(Greater($high, Ref($close, 1)), $high, Ref($close, 1)) - If(Less($low, Ref($close, 1)), $low, Ref($close, 1)) + 1e-12)","This measures upper shadow as a fraction of the true range including overnight gaps, capturing intraday selling pressure relative to total trading range and should isolate stronger reversal setups.",validation_pending,False,0.048981088771794655,,,123,13,80,1,[123],"Div(Sub($high,$close),Add(1e-12,Sub(If(Greater($high,Ref($close,1)),$high,Ref($close,1)),If(Less($low,Ref($close,1)),$low,Ref($close,1)))))"
26c659ccd743cc49,VOL_RANGE_CLOSE_LOCATION,"(($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume - Min($volume, 20)) / (Max($volume, 20) - Min($volume, 20) + 1e-12))","Stocks closing near their daily low on unusually high volume relative to recent volume range are likely oversold and may rebound, giving higher scores predictive of next-day returns.",validation_pending,False,0.04879517788866649,,,456,58,216,1,[456],"Mul(Div(Sub($volume,Min($volume,20)),Add(1e-12,Sub(Max($volume,20),Min($volume,20)))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))))"
0722a01c357a868d,VOLUME_SKEW_TURNOVER_PANIC_REVERSAL,"Skew($volume, 20) * (($volume / ($close + 1e-12)) / (Mean($volume / ($close + 1e-12), 20) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($high - $low) / ($close + 1e-12))","Right-skewed volume with a high share-turnover, wide-range close near the low indicates episodic panic selling, which tends to reverse in the near term.",validation_pending,False,0.04812367570692279,,,456,95,325,1,[456],"Mul(Div(Sub($high,$low),Add($close,1e-12)),Mul(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mul(Div(Div($volume,Add($close,1e-12)),Add(1e-12,Mean(Div($volume,Add($close,1e-12)),20))),Skew($volume,20))))"
bbaa8e9af64ae708,VOL_WEIGHTED_LOW_REVERSAL,"(Ref($low, 1) / $close - 1) * ($volume / (Mean($volume, 20) + 1e-12))","High-volume breakdowns below the prior day's low signal overreaction and attract reversal, so weighting the prior-low-to-current-close gap by volume improves the reversal signal.",validation_pending,False,0.047908750058613996,,,456,7,61,1,[456],"Mul(Div($volume,Add(1e-12,Mean($volume,20))),Sub(Div(Ref($low,1),$close),1))"
3e678ab597173a85,UPPER_SHADOW_REL_20,"($high - $close) / ($high - $low + 1e-12) / (Mean(($high - $close) / ($high - $low + 1e-12), 20) + 1e-12)",An upper shadow that is unusually large relative to its own 20-day mean signals a failed breakout that is more likely to reverse upward next day.,validation_pending,False,0.04740638539392733,,,123,43,171,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Mean(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20)))"
12c1935ea64a1059,RANGE_EXPANSION_CLOSE_LOCATION_VOLUME,"(($high - $low) / (Ref($high - $low, 1) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",A one-day high-low range expansion with close near the low and elevated turnover captures capitulation selling that tends to reverse next day.,validation_pending,False,0.04668399526209907,,,456,89,308,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub($high,$low),Add(1e-12,Ref(Sub($high,$low),1))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low)))))"
277cd158d71739c9,INTRADAY_REVERSAL_RANGE_VOLUME,"($open / $close - 1) * (($high - $low) / ($close + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","Stocks with large intraday losses (open/close - 1 positive) and high volume and range tend to reverse upward next day, so the factor should be positively related to next-day returns.",validation_pending,False,0.04640770988254871,,,456,85,296,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub($high,$low),Add($close,1e-12)),Sub(Div($open,$close),1)))"
306bd373afdc2fb8,OVR_INTRA_DIV_VOL,"(($open / Ref($close, 1) - 1) - ($close / $open - 1)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","Divergence between overnight gap and intraday return signals overreaction to overnight news, and scaling by relative dollar volume amplifies the reversal signal.",validation_pending,False,0.04638659405450125,,,456,68,244,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Sub(Sub(Div($open,Ref($close,1)),1),Sub(Div($close,$open),1)))"
5f60f46866d362f5,ABNORMAL_UPPER_SHADOW,"($high - $close) / ($high - $low + 1e-12) - Mean(($high - $close) / ($high - $low + 1e-12), 20)",The current upper shadow ratio in excess of its own 20-day mean captures unusual intraday weakness relative to recent price range that tends to reverse next day.,validation_pending,False,0.04600590602564911,,,123,42,168,1,[123],"Sub(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Mean(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20))"
e9cc13980c97a8c0,UPPER_SHADOW_VOLUME_CONTRACTION_CV,"(($high - $close) / ($high - $low + 1e-12) * (Mean($volume, 5) / (Mean($volume, 20) + 1e-12))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","Upper shadows combined with shrinking short-term volume indicate exhausted selling pressure, so prices should rebound next day.",validation_pending,False,0.04565430038036244,,,123,77,271,1,[123],"Div(Mul(Div(Mean($volume,5),Add(1e-12,Mean($volume,20))),Div(Sub($high,$close),Add(1e-12,Sub($high,$low)))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
0c40461772f469c0,UPPER_SHADOW_ZSCORE,"(($high - $close) / ($high - $low + 1e-12) - Mean(($high - $close) / ($high - $low + 1e-12), 20)) / (Std(($high - $close) / ($high - $low + 1e-12), 20) + 1e-12)",An unusually large upper shadow relative to its own 20-day history signals an abnormal intraday sell-off that should revert next day.,validation_pending,False,0.04563114733624382,,,123,25,115,1,[123],"Div(Sub(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Mean(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20)),Add(1e-12,Std(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20)))"
01c78162194bd5da,GAP_INTRADAY_RETURN_SPREAD,"($open / Ref($close, 1) - 1) - ($close / $open - 1)","Captures the persistent overnight gap and the reversal of intraday movement; a high score requires a strong opening gap or a weak intraday close, both favorable for next-day returns.",validation_pending,False,0.04554147796202748,,,123,9,68,1,[123],"Sub(Sub(Div($open,Ref($close,1)),1),Sub(Div($close,$open),1))"
dae5c88b55752ee2,SUM_SHADOW_RATIO_VOL_CV,"((Sum($high - $close, 20) / (Sum($close - $low, 20) + 1e-12)) * (Mean($volume, 20) / ($volume + 1e-12))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","Stocks that persistently close near daily lows over the past month, with current low volume and stable dollar-volume variability, signal sustained selling pressure likely to reverse.",validation_pending,False,0.04479701369448917,,,123,96,330,1,[123],"Div(Mul(Div(Mean($volume,20),Add($volume,1e-12)),Div(Sum(Sub($high,$close),20),Add(1e-12,Sum(Sub($close,$low),20)))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
b3d1ebd67aabd12c,REVERSAL_5D,"(Ref($close, 5) - $close) / (Ref($close, 5) + 1e-12)",Stocks with larger five-day declines tend to rebound over the next day due to short-term overreaction and mean reversion in A-shares.,validation_pending,False,0.04455962934422298,,,123,3,49,1,[123],"Div(Sub(Ref($close,5),$close),Add(1e-12,Ref($close,5)))"
e92be19fef01a318,INTRADAY_DROP_VOLUME_REVERSAL,"(($open - $close) / ($open + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",Stocks that decline intraday from open to close on unusually high dollar volume tend to rebound the next day.,validation_pending,False,0.04455531663186901,,,456,65,235,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Div(Sub($open,$close),Add($open,1e-12)))"
918e1171cf164c8b,INTRADAY_REVERSAL_AMOUNT_SHOCK,"(1 - $close / $open) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",Stocks closing below open on abnormally high dollar volume indicate intraday selling pressure and tend to revert next day.,validation_pending,False,0.04455498835760117,,,456,28,126,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Sub(1,Div($close,$open)))"
0b12f7c803be26c2,INTRADAY_RET_REL_VOLUME_REVERSAL,"0 - ((($close - $open) / (Ref($close, 1) + 1e-12)) * ($volume / (Ref(Mean($volume, 20), 1) + 1e-12)))","High intraday return from open to close accompanied by high relative volume signals overbought late-session buying pressure that tends to reverse next day in Chinese A-shares, so the negative sign yields higher next-day returns.",validation_pending,False,0.0444528779486493,,,42,83,291,1,[42],"Sub(0,Mul(Div($volume,Add(1e-12,Ref(Mean($volume,20),1))),Div(Sub($close,$open),Add(1e-12,Ref($close,1)))))"
309b662951ff723c,INTRADAY_REVERSAL_AMPLIFIED_BY_VOLUME,"(1 - $close / $open) * ($volume / (Mean($volume, 20) + 1e-12))","Intraday open-to-close moves are often noisy and temporarily amplified by volume, so their reversal is stronger next day.",validation_pending,False,0.044241417811457566,,,456,20,101,1,[456],"Mul(Div($volume,Add(1e-12,Mean($volume,20))),Sub(1,Div($close,$open)))"
80aee1b753945023,LOW_VOL_20D_WEAKNESS_CV,"((Max($high,20)-$close)/(Max($high,20)-Min($low,20)+1e-12))*(Mean($volume,20)/($volume+1e-12))/((Std($close*$volume,20)/(Mean($close*$volume,20)+1e-12))+1e-12)",Stocks closing near their 20-day low on below-average volume with stable dollar volume tend to revert upward next day.,validation_pending,False,0.04410861029612627,,,123,79,278,1,[123],"Div(Mul(Div(Mean($volume,20),Add($volume,1e-12)),Div(Sub(Max($high,20),$close),Add(1e-12,Sub(Max($high,20),Min($low,20))))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
a0a71297c0969b66,UPPER_SHADOW_LOW_VOLATILITY,"(($high - $close) / ($high - $low + 1e-12)) / (Mean(Abs($close / Ref($close, 1) - 1), 20) + 1e-12)","A large upper shadow on a low absolute-return day signals intraday selling pressure without broad volatility, so next-day mean reversion is stronger.",validation_pending,False,0.04390368131767869,,,123,49,189,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Mean(Abs(Sub(Div($close,Ref($close,1)),1)),20)))"
c8e4cc36a9d1656a,GAP_ADJUSTED_INTRADAY_REVERSAL,"(($high - $low) / (Abs($open - Ref($close, 1)) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","A large intraday range relative to the overnight gap, a close near the low, and heavy turnover together identify stocks that are temporarily oversold and likely to rebound next day.",validation_pending,False,0.043887933972077006,,,456,89,307,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub($high,$low),Add(1e-12,Abs(Sub($open,Ref($close,1))))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low)))))"
2fbd1aff083e688b,VOL_PRICE_CORR_INTRADAY_REVERSAL,"Corr($volume, $close - Ref($close, 1), 20) * (($high - $low) / ($close + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","This combines volume-return trend confirmation over 20 days with today's close below the midpoint of a wide intraday range and high dollar volume, capturing liquid stocks likely to rebound next day.",validation_pending,False,0.0438310091044203,,,456,97,332,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mul(Corr($volume,Sub($close,Ref($close,1)),20),Div(Sub($high,$low),Add($close,1e-12)))))"
ecc00f04ac6e9c1a,NEG_5D_MEAN_RETURN,"0 - Mean($close/Ref($close,1)-1, 5)","Chinese A-shares exhibit short-term reversal, so stocks with lower average returns over the past five days tend to rebound and score higher on next-day return.",validation_pending,False,0.043742588843089555,,,456,2,46,1,[456],"Sub(0,Mean(Sub(Div($close,Ref($close,1)),1),5))"
6b68a5753cedf6b2,VOL_PRICE_CHG_CORR_REVERSAL,"Corr($volume / (Ref($volume, 1) + 1e-12) - 1, $close / (Ref($close, 1) + 1e-12) - 1, 20) * (($high - $low) / ($close + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",Stocks with volume changes strongly correlated with price changes and closing near the low of a wide intraday range exhibit panic-driven positive-feedback selling that tends to reverse next day.,validation_pending,False,0.043591704077858826,,,456,92,318,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mul(Corr(Sub(Div($volume,Add(1e-12,Ref($volume,1))),1),Sub(Div($close,Add(1e-12,Ref($close,1))),1),20),Div(Sub($high,$low),Add($close,1e-12)))))"
6907f5a6cfd9dd91,REV5_CV_DOLLAR_VOLUME,"((Ref($close, 5) - $close) / (Ref($close, 5) + 1e-12)) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)",Five-day losers with stable dollar-volume turnover tend to experience a short-term reversal bounce in Chinese A-shares.,validation_pending,False,0.04359091133375267,,,123,60,221,1,[123],"Div(Div(Sub(Ref($close,5),$close),Add(1e-12,Ref($close,5))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
0883267a4527b654,INTRADAY_REVERSAL_VOL,"(0 - Mean(($close / $open) - 1, 5)) * ($volume / (Mean($volume, 20) + 1e-12))",Stocks with five-day intraday declines and elevated volume may be oversold and should rebound.,validation_pending,False,0.04339086066173406,,,456,10,72,1,[456],"Mul(Div($volume,Add(1e-12,Mean($volume,20))),Sub(0,Mean(Sub(Div($close,$open),1),5)))"
771f479a60c78457,ILLIQUID_INTRADAY_REVERSAL,(($high + $low - 2 * $close) / ($high - $low + 1e-12)) / (Log($volume * $close + 1) + 1e-12),"Illiquid small-cap stocks that close in the lower part of the intraday range are more prone to next-day mean reversion, so dividing the contrarian range position by log dollar volume should improve cross-sectional return prediction.",validation_pending,False,0.0432737881555223,,,456,76,270,1,[456],"Div(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Add(1e-12,Log(Add(1,Mul($close,$volume)))))"
702246bd481083e5,INTRADAY_REVERSAL,0 - ($close / $open - 1),"Intraday declines are overreactions that tend to reverse next day, so a higher score should predict positive returns.",validation_pending,False,0.04315490915243494,,,123,5,56,1,[123],"Sub(0,Sub(Div($close,$open),1))"
05b1b1e9d0624dcf,SHORT_TERM_REVERSAL_LOW_VOLUME_CV,"((1 - ($close / Ref($close, 5))) * (Mean($volume, 20) / ($volume + 1e-12))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)",Stocks that declined over the past week with unusually low current volume and stable dollar volume tend to revert upward the next day.,validation_pending,False,0.043059459427012226,,,123,95,325,1,[123],"Div(Mul(Div(Mean($volume,20),Add($volume,1e-12)),Sub(1,Div($close,Ref($close,5)))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
0e4a0e85f39a0a5a,CONTRARIAN_RSI_VOLUME,"((1 - (Mean(If(Gt($close, Ref($close, 1)), $close - Ref($close, 1), 0), 20) / (Mean(Abs($close - Ref($close, 1)), 20) + 1e-12))) * (Mean($volume, 20) / ($volume + 1e-12))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","Low RSI over the past month combined with low current volume captures short-term reversal in A-shares, as oversold stocks tend to bounce.",validation_pending,False,0.042837581701740214,,,123,88,304,1,[123],"Div(Mul(Div(Mean($volume,20),Add($volume,1e-12)),Sub(1,Div(Mean(If(Gt($close,Ref($close,1)),Sub($close,Ref($close,1)),0),20),Add(1e-12,Mean(Abs(Sub($close,Ref($close,1))),20))))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
23935e1848220b3f,TS_RANK_HIGH_CLOSE_RANGE,"Rank(($high - $close) / ($high - $low + 1e-12), 20)","Ranks the intraday close position relative to its own 20-day history to capture abnormal selling pressure, which tends to reverse in Chinese A-shares.",validation_pending,False,0.04269885092088142,,,123,35,147,1,[123],"Rank(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20)"
